Grid size (x, y)
64,64
id,type,station,x,y,weight_to_NORTH,weight_to_WEST,weight_to_SOUTH,weight_to_EAST,weight_for_WAIT
596,Travel,None,9,20,1,1,1,1,1
597,Travel,None,9,21,1,1,1,1,1
598,Travel,None,9,22,inf,1,1,1,1
599,Obstacle,None,9,23,inf,inf,inf,inf,inf
600,Travel,None,9,24,1,1,inf,1,1
601,Travel,None,9,25,1,1,1,1,1
602,Travel,None,9,26,1,1,1,1,1
603,Travel,None,9,27,1,1,1,1,1
604,Travel,None,9,28,1,1,1,1,1
605,Travel,None,9,29,1,1,1,1,1
606,Travel,None,9,30,1,1,1,1,1
607,Travel,None,9,31,1,1,1,1,1
608,Travel,None,9,32,1,1,1,1,1
609,Travel,None,9,33,1,1,1,1,1
610,Travel,None,9,34,1,1,1,1,1
611,Travel,None,9,35,1,inf,1,1,1
612,Travel,None,9,36,1,1,1,1,1
613,Travel,None,9,37,1,1,1,1,1
614,Travel,None,9,38,1,1,1,1,1
615,Travel,None,9,39,1,1,1,1,1
616,Travel,None,9,40,1,1,1,1,1
617,Travel,None,9,41,1,1,1,1,1
618,Travel,None,9,42,1,1,1,1,1
619,Travel,None,9,43,1,1,1,1,1
620,Travel,None,9,44,1,1,1,inf,1
621,Travel,None,9,45,1,1,1,1,1
622,Travel,None,9,46,1,1,1,1,1
623,Travel,None,9,47,1,1,1,1,1
624,Travel,None,9,48,1,1,1,1,1
625,Travel,None,9,49,inf,1,1,inf,1
626,Obstacle,None,9,50,inf,inf,inf,inf,inf
627,Travel,None,9,51,1,1,inf,1,1
628,Travel,None,9,52,1,1,1,1,1
629,Travel,None,9,53,1,1,1,1,1
630,Travel,None,9,54,inf,1,1,1,1
631,Obstacle,None,9,55,inf,inf,inf,inf,inf
632,Travel,None,9,56,1,inf,inf,1,1
633,Travel,None,9,57,1,1,1,inf,1
634,Travel,None,9,58,1,1,1,inf,1
635,Travel,None,9,59,1,1,1,1,1
636,Travel,None,9,60,1,inf,1,1,1
637,Travel,None,9,61,1,1,1,1,1
638,Travel,None,9,62,inf,1,1,1,1
639,Obstacle,None,9,63,inf,inf,inf,inf,inf
640,Travel,None,10,0,1,inf,inf,1,1
641,Travel,None,10,1,1,inf,1,inf,1
642,Travel,None,10,2,1,1,1,1,1
643,Travel,None,10,3,1,1,1,1,1
644,Travel,None,10,4,inf,1,1,1,1
645,Obstacle,None,10,5,inf,inf,inf,inf,inf
646,Travel,None,10,6,1,1,inf,1,1
647,Travel,None,10,7,1,1,1,1,1
648,Travel,None,10,8,1,1,1,1,1
649,Travel,None,10,9,1,1,1,1,1
650,Travel,None,10,10,1,1,1,1,1
651,Travel,None,10,11,1,1,1,1,1
652,Travel,None,10,12,1,1,1,1,1
653,Travel,None,10,13,1,1,1,1,1
654,Travel,None,10,14,1,1,1,1,1
655,Travel,None,10,15,1,1,1,1,1
656,Travel,None,10,16,1,1,1,1,1
657,Travel,None,10,17,1,1,1,1,1
658,Travel,None,10,18,1,inf,1,1,1
659,Travel,None,10,19,1,1,1,1,1
660,Travel,None,10,20,1,1,1,1,1
661,Travel,None,10,21,1,1,1,1,1
662,Travel,None,10,22,inf,1,1,1,1
663,Obstacle,None,10,23,inf,inf,inf,inf,inf
664,Travel,None,10,24,1,1,inf,1,1
665,Travel,None,10,25,1,1,1,1,1
666,Travel,None,10,26,1,1,1,1,1
667,Travel,None,10,27,1,1,1,1,1
668,Travel,None,10,28,1,1,1,1,1
669,Travel,None,10,29,1,1,1,inf,1
670,Travel,None,10,30,1,1,1,1,1
671,Travel,None,10,31,1,1,1,1,1
672,Travel,None,10,32,1,1,1,1,1
673,Travel,None,10,33,1,1,1,1,1
674,Travel,None,10,34,1,1,1,1,1
675,Travel,None,10,35,1,1,1,1,1
676,Travel,None,10,36,1,1,1,1,1
677,Travel,None,10,37,1,1,1,1,1
678,Travel,None,10,38,1,1,1,1,1
679,Travel,None,10,39,1,1,1,1,1
680,Travel,None,10,40,1,1,1,1,1
681,Travel,None,10,41,1,1,1,1,1
682,Travel,None,10,42,1,1,1,1,1
683,Travel,None,10,43,inf,1,1,inf,1
684,Obstacle,None,10,44,inf,inf,inf,inf,inf
685,Travel,None,10,45,1,1,inf,1,1
686,Travel,None,10,46,1,1,1,1,1
687,Travel,None,10,47,1,1,1,1,1
688,Travel,None,10,48,inf,1,1,1,1
689,Obstacle,None,10,49,inf,inf,inf,inf,inf
690,Travel,None,10,50,1,inf,inf,1,1
691,Travel,None,10,51,1,1,1,1,1
692,Travel,None,10,52,1,1,1,1,1
693,Travel,None,10,53,1,1,1,1,1
694,Travel,None,10,54,1,1,1,1,1
695,Travel,None,10,55,1,inf,1,1,1
696,Travel,None,10,56,inf,1,1,1,1
697,Obstacle,None,10,57,inf,inf,inf,inf,inf
698,Obstacle,None,10,58,inf,inf,inf,inf,inf
699,Travel,None,10,59,1,1,inf,1,1
700,Travel,None,10,60,1,1,1,1,1
701,Travel,None,10,61,1,1,1,1,1
702,Travel,None,10,62,1,1,1,1,1
703,Travel,None,10,63,inf,inf,1,1,1
704,Travel,None,11,0,inf,1,inf,1,1
705,Obstacle,None,11,1,inf,inf,inf,inf,inf
706,Travel,None,11,2,1,1,inf,1,1
707,Travel,None,11,3,1,1,1,1,1
708,Travel,None,11,4,1,1,1,inf,1
709,Travel,None,11,5,1,inf,1,1,1
710,Travel,None,11,6,1,1,1,1,1
711,Travel,None,11,7,1,1,1,1,1
712,Travel,None,11,8,1,1,1,1,1
713,Travel,None,11,9,1,1,1,1,1
714,Travel,None,11,10,1,1,1,inf,1
715,Travel,None,11,11,1,1,1,1,1
716,Travel,None,11,12,1,1,1,1,1
717,Travel,None,11,13,1,1,1,1,1
718,Travel,None,11,14,1,1,1,1,1
719,Travel,None,11,15,1,1,1,1,1
720,Travel,None,11,16,1,1,1,1,1
721,Travel,None,11,17,1,1,1,1,1
722,Travel,None,11,18,1,1,1,1,1
723,Travel,None,11,19,1,1,1,1,1
724,Travel,None,11,20,1,1,1,1,1
725,Travel,None,11,21,1,1,1,1,1
726,Travel,None,11,22,1,1,1,1,1
727,Travel,None,11,23,1,inf,1,1,1
728,Travel,None,11,24,1,1,1,1,1
729,Travel,None,11,25,1,1,1,1,1
730,Travel,None,11,26,1,1,1,1,1
731,Travel,None,11,27,1,1,1,1,1
732,Travel,None,11,28,inf,1,1,inf,1
733,Obstacle,None,11,29,inf,inf,inf,inf,inf
734,Travel,None,11,30,1,1,inf,1,1
735,Travel,None,11,31,1,1,1,1,1
736,Travel,None,11,32,1,1,1,1,1
737,Travel,None,11,33,1,1,1,1,1
738,Travel,None,11,34,1,1,1,inf,1
739,Travel,None,11,35,1,1,1,inf,1
740,Travel,None,11,36,1,1,1,1,1
741,Travel,None,11,37,1,1,1,1,1
742,Travel,None,11,38,1,1,1,1,1
743,Travel,None,11,39,1,1,1,1,1
744,Travel,None,11,40,1,1,1,1,1
745,Travel,None,11,41,1,1,1,1,1
746,Travel,None,11,42,inf,1,1,1,1
747,Obstacle,None,11,43,inf,inf,inf,inf,inf
748,Travel,None,11,44,1,inf,inf,1,1
749,Travel,None,11,45,1,1,1,1,1
750,Travel,None,11,46,1,1,1,1,1
751,Travel,None,11,47,1,1,1,1,1
752,Travel,None,11,48,1,1,1,1,1
753,Travel,None,11,49,1,inf,1,1,1
754,Travel,None,11,50,1,1,1,1,1
755,Travel,None,11,51,1,1,1,1,1
756,Travel,None,11,52,1,1,1,1,1
757,Travel,None,11,53,1,1,1,1,1
758,Travel,None,11,54,1,1,1,1,1
759,Travel,None,11,55,1,1,1,1,1
760,Travel,None,11,56,1,1,1,1,1
761,Travel,None,11,57,inf,inf,1,1,1
762,Obstacle,None,11,58,inf,inf,inf,inf,inf
763,Travel,None,11,59,1,1,inf,1,1
764,Travel,None,11,60,1,1,1,1,1
765,Travel,None,11,61,1,1,1,1,1
766,Travel,None,11,62,1,1,1,inf,1
767,Travel,None,11,63,inf,1,1,1,1
768,Travel,None,12,0,inf,1,inf,1,1
769,Obstacle,None,12,1,inf,inf,inf,inf,inf
770,Travel,None,12,2,1,1,inf,1,1
771,Travel,None,12,3,inf,1,1,1,1
772,Obstacle,None,12,4,inf,inf,inf,inf,inf
773,Travel,None,12,5,1,1,inf,1,1
774,Travel,None,12,6,1,1,1,1,1
775,Travel,None,12,7,1,1,1,1,1
776,Travel,None,12,8,1,1,1,1,1
777,Travel,None,12,9,inf,1,1,inf,1
778,Obstacle,None,12,10,inf,inf,inf,inf,inf
779,Travel,None,12,11,1,1,inf,1,1
780,Travel,None,12,12,1,1,1,1,1
781,Travel,None,12,13,1,1,1,1,1
782,Travel,None,12,14,1,1,1,1,1
783,Travel,None,12,15,1,1,1,1,1
784,Travel,None,12,16,1,1,1,1,1
785,Travel,None,12,17,1,1,1,inf,1
786,Travel,None,12,18,1,1,1,1,1
787,Travel,None,12,19,1,1,1,inf,1
788,Travel,None,12,20,1,1,1,1,1
789,Travel,None,12,21,1,1,1,1,1
790,Travel,None,12,22,1,1,1,1,1
791,Travel,None,12,23,1,1,1,1,1
792,Travel,None,12,24,1,1,1,1,1
793,Travel,None,12,25,1,1,1,1,1
794,Travel,None,12,26,1,1,1,1,1
795,Travel,None,12,27,inf,1,1,1,1
796,Obstacle,None,12,28,inf,inf,inf,inf,inf
797,Travel,None,12,29,1,inf,inf,1,1
798,Travel,None,12,30,1,1,1,1,1
799,Travel,None,12,31,1,1,1,1,1
800,Travel,None,12,32,1,1,1,1,1
801,Travel,None,12,33,inf,1,1,inf,1
802,Obstacle,None,12,34,inf,inf,inf,inf,inf
803,Obstacle,None,12,35,inf,inf,inf,inf,inf
804,Travel,None,12,36,1,1,inf,1,1
805,Travel,None,12,37,1,1,1,1,1
806,Travel,None,12,38,1,1,1,1,1
807,Travel,None,12,39,1,1,1,1,1
808,Travel,None,12,40,1,1,1,1,1
809,Travel,None,12,41,1,1,1,1,1
810,Travel,None,12,42,1,1,1,1,1
811,Travel,None,12,43,1,inf,1,1,1
812,Travel,None,12,44,1,1,1,inf,1
813,Travel,None,12,45,1,1,1,1,1
814,Travel,None,12,46,1,1,1,1,1
815,Travel,None,12,47,1,1,1,1,1
816,Travel,None,12,48,1,1,1,1,1
817,Travel,None,12,49,1,1,1,1,1
818,Travel,None,12,50,1,1,1,1,1
819,Travel,None,12,51,1,1,1,1,1
820,Travel,None,12,52,1,1,1,1,1
821,Travel,None,12,53,1,1,1,1,1
822,Travel,None,12,54,1,1,1,1,1
823,Travel,None,12,55,1,1,1,1,1
824,Travel,None,12,56,1,1,1,1,1
825,Travel,None,12,57,1,1,1,1,1
826,Travel,None,12,58,1,inf,1,1,1
827,Travel,None,12,59,1,1,1,1,1
828,Travel,None,12,60,1,1,1,1,1
829,Travel,None,12,61,inf,1,1,inf,1
830,Obstacle,None,12,62,inf,inf,inf,inf,inf
831,Travel,None,12,63,inf,1,inf,1,1
832,Travel,None,13,0,1,1,inf,1,1
833,Travel,None,13,1,1,inf,1,1,1
834,Travel,None,13,2,1,1,1,1,1
835,Travel,None,13,3,1,1,1,1,1
836,Travel,None,13,4,1,inf,1,inf,1
837,Travel,None,13,5,1,1,1,1,1
838,Travel,None,13,6,1,1,1,1,1
839,Travel,None,13,7,1,1,1,1,1
840,Travel,None,13,8,inf,1,1,1,1
841,Obstacle,None,13,9,inf,inf,inf,inf,inf
842,Obstacle,None,13,10,inf,inf,inf,inf,inf
843,Travel,None,13,11,1,1,inf,1,1
844,Travel,None,13,12,1,1,1,1,1
845,Travel,None,13,13,1,1,1,1,1
846,Travel,None,13,14,1,1,1,1,1
847,Travel,None,13,15,1,1,1,1,1
848,Travel,None,13,16,inf,1,1,1,1
849,Obstacle,None,13,17,inf,inf,inf,inf,inf
850,Travel,None,13,18,inf,1,inf,1,1
851,Obstacle,None,13,19,inf,inf,inf,inf,inf
852,Travel,None,13,20,1,1,inf,1,1
853,Travel,None,13,21,1,1,1,1,1
854,Travel,None,13,22,1,1,1,1,1
855,Travel,None,13,23,1,1,1,1,1
856,Travel,None,13,24,1,1,1,inf,1
857,Travel,None,13,25,1,1,1,1,1
858,Travel,None,13,26,1,1,1,1,1
859,Travel,None,13,27,1,1,1,inf,1
860,Travel,None,13,28,1,inf,1,1,1
861,Travel,None,13,29,1,1,1,1,1
862,Travel,None,13,30,1,1,1,1,1
863,Travel,None,13,31,1,1,1,1,1
864,Travel,None,13,32,inf,1,1,1,1
865,Obstacle,None,13,33,inf,inf,inf,inf,inf
866,Travel,None,13,34,1,inf,inf,1,1
867,Travel,None,13,35,1,inf,1,1,1
868,Travel,None,13,36,1,1,1,1,1
869,Travel,None,13,37,1,1,1,1,1
870,Travel,None,13,38,1,1,1,1,1
871,Travel,None,13,39,1,1,1,1,1
872,Travel,None,13,40,1,1,1,inf,1
873,Travel,None,13,41,1,1,1,1,1
874,Travel,None,13,42,1,1,1,1,1
875,Travel,None,13,43,inf,1,1,inf,1
876,Obstacle,None,13,44,inf,inf,inf,inf,inf
877,Travel,None,13,45,1,1,inf,1,1
878,Travel,None,13,46,1,1,1,1,1
879,Travel,None,13,47,1,1,1,inf,1
880,Travel,None,13,48,1,1,1,1,1
881,Travel,None,13,49,1,1,1,1,1
882,Travel,None,13,50,1,1,1,1,1
883,Travel,None,13,51,1,1,1,1,1
884,Travel,None,13,52,1,1,1,1,1
885,Travel,None,13,53,1,1,1,1,1
886,Travel,None,13,54,1,1,1,1,1
887,Travel,None,13,55,1,1,1,1,1
888,Travel,None,13,56,1,1,1,1,1
889,Travel,None,13,57,1,1,1,1,1
890,Travel,None,13,58,1,1,1,inf,1
891,Travel,None,13,59,1,1,1,1,1
892,Travel,None,13,60,inf,1,1,1,1
893,Obstacle,None,13,61,inf,inf,inf,inf,inf
894,Travel,None,13,62,1,inf,inf,1,1
895,Travel,None,13,63,inf,1,1,1,1
896,Travel,None,14,0,1,1,inf,1,1
897,Travel,None,14,1,1,1,1,1,1
898,Travel,None,14,2,1,1,1,1,1
899,Travel,None,14,3,inf,1,1,1,1
900,Obstacle,None,14,4,inf,inf,inf,inf,inf
901,Travel,None,14,5,1,1,inf,1,1
902,Travel,None,14,6,1,1,1,1,1
903,Travel,None,14,7,1,1,1,1,1
904,Travel,None,14,8,inf,1,1,1,1
905,Obstacle,None,14,9,inf,inf,inf,inf,inf
906,Travel,None,14,10,1,inf,inf,1,1
907,Travel,None,14,11,1,1,1,1,1
908,Travel,None,14,12,1,1,1,1,1
909,Travel,None,14,13,1,1,1,1,1
910,Travel,None,14,14,1,1,1,1,1
911,Travel,None,14,15,1,1,1,1,1
912,Travel,None,14,16,1,1,1,1,1
913,Travel,None,14,17,1,inf,1,inf,1
914,Travel,None,14,18,1,1,1,1,1
915,Travel,None,14,19,1,inf,1,1,1
916,Travel,None,14,20,1,1,1,1,1
917,Travel,None,14,21,1,1,1,1,1
918,Travel,None,14,22,1,1,1,1,1
919,Travel,None,14,23,inf,1,1,1,1
920,Obstacle,None,14,24,inf,inf,inf,inf,inf
921,Travel,None,14,25,1,1,inf,1,1
922,Travel,None,14,26,inf,1,1,1,1
923,Obstacle,None,14,27,inf,inf,inf,inf,inf
924,Travel,None,14,28,1,1,inf,1,1
925,Travel,None,14,29,1,1,1,inf,1
926,Travel,None,14,30,1,1,1,1,1
927,Travel,None,14,31,1,1,1,inf,1
928,Travel,None,14,32,1,1,1,1,1
929,Travel,None,14,33,1,inf,1,1,1
930,Travel,None,14,34,1,1,1,1,1
931,Travel,None,14,35,1,1,1,inf,1
932,Travel,None,14,36,1,1,1,1,1
933,Travel,None,14,37,1,1,1,1,1
934,Travel,None,14,38,1,1,1,1,1
935,Travel,None,14,39,inf,1,1,1,1
936,Obstacle,None,14,40,inf,inf,inf,inf,inf
937,Travel,None,14,41,1,1,inf,1,1
938,Travel,None,14,42,inf,1,1,1,1
939,Obstacle,None,14,43,inf,inf,inf,inf,inf
940,Travel,None,14,44,1,inf,inf,inf,1
941,Travel,None,14,45,1,1,1,1,1
942,Travel,None,14,46,inf,1,1,1,1
943,Obstacle,None,14,47,inf,inf,inf,inf,inf
944,Travel,None,14,48,1,1,inf,1,1
945,Travel,None,14,49,1,1,1,1,1
946,Travel,None,14,50,1,1,1,inf,1
947,Travel,None,14,51,1,1,1,1,1
948,Travel,None,14,52,1,1,1,1,1
949,Travel,None,14,53,1,1,1,1,1
950,Travel,None,14,54,1,1,1,1,1
951,Travel,None,14,55,1,1,1,1,1
952,Travel,None,14,56,1,1,1,1,1
953,Travel,None,14,57,inf,1,1,1,1
954,Obstacle,None,14,58,inf,inf,inf,inf,inf
955,Travel,None,14,59,1,1,inf,1,1
956,Travel,None,14,60,1,1,1,1,1
957,Travel,None,14,61,1,inf,1,1,1
958,Travel,None,14,62,1,1,1,1,1
959,Travel,None,14,63,inf,1,1,1,1
960,Travel,None,15,0,1,1,inf,1,1
961,Travel,None,15,1,1,1,1,1,1
962,Travel,None,15,2,1,1,1,1,1
963,Travel,None,15,3,inf,1,1,1,1
964,Obstacle,None,15,4,inf,inf,inf,inf,inf
965,Travel,None,15,5,1,1,inf,1,1
966,Travel,None,15,6,1,1,1,1,1
967,Travel,None,15,7,1,1,1,1,1
968,Travel,None,15,8,1,1,1,1,1
969,Travel,None,15,9,1,inf,1,1,1
970,Travel,None,15,10,1,1,1,1,1
971,Travel,None,15,11,1,1,1,1,1
972,Travel,None,15,12,1,1,1,1,1
973,Travel,None,15,13,1,1,1,1,1
974,Travel,None,15,14,1,1,1,1,1
975,Travel,None,15,15,1,1,1,1,1
976,Travel,None,15,16,inf,1,1,1,1
977,Obstacle,None,15,17,inf,inf,inf,inf,inf
978,Travel,None,15,18,1,1,inf,1,1
979,Travel,None,15,19,1,1,1,1,1
980,Travel,None,15,20,1,1,1,1,1
981,Travel,None,15,21,1,1,1,1,1
982,Travel,None,15,22,1,1,1,1,1
983,Travel,None,15,23,1,1,1,1,1
984,Travel,None,15,24,1,inf,1,1,1
985,Travel,None,15,25,1,1,1,1,1
986,Travel,None,15,26,1,1,1,1,1
987,Travel,None,15,27,1,inf,1,1,1
988,Travel,None,15,28,inf,1,1,1,1
989,Obstacle,None,15,29,inf,inf,inf,inf,inf
990,Travel,None,15,30,inf,1,inf,1,1
991,Obstacle,None,15,31,inf,inf,inf,inf,inf
992,Travel,None,15,32,1,1,inf,1,1
993,Travel,None,15,33,1,1,1,1,1
994,Travel,None,15,34,inf,1,1,1,1
995,Obstacle,None,15,35,inf,inf,inf,inf,inf
996,Travel,None,15,36,1,1,inf,1,1
997,Travel,None,15,37,1,1,1,1,1
998,Travel,None,15,38,1,1,1,1,1
999,Travel,None,15,39,1,1,1,1,1
1000,Travel,None,15,40,1,inf,1,1,1
1001,Travel,None,15,41,1,1,1,1,1
1002,Travel,None,15,42,1,1,1,1,1
1003,Travel,None,15,43,inf,inf,1,1,1
1004,Obstacle,None,15,44,inf,inf,inf,inf,inf
1005,Travel,None,15,45,1,1,inf,1,1
1006,Travel,None,15,46,1,1,1,inf,1
1007,Travel,None,15,47,1,inf,1,1,1
1008,Travel,None,15,48,1,1,1,1,1
1009,Travel,None,15,49,inf,1,1,inf,1
1010,Obstacle,None,15,50,inf,inf,inf,inf,inf
1011,Travel,None,15,51,1,1,inf,1,1
1012,Travel,None,15,52,1,1,1,1,1
1013,Travel,None,15,53,1,1,1,1,1
1014,Travel,None,15,54,1,1,1,1,1
1015,Travel,None,15,55,1,1,1,1,1
1016,Travel,None,15,56,1,1,1,1,1
1017,Travel,None,15,57,1,1,1,1,1
1018,Travel,None,15,58,1,inf,1,1,1
1019,Travel,None,15,59,1,1,1,1,1
1020,Travel,None,15,60,1,1,1,1,1
1021,Travel,None,15,61,1,1,1,1,1
1022,Travel,None,15,62,1,1,1,1,1
1023,Travel,None,15,63,inf,1,1,1,1
1024,Travel,None,16,0,1,1,inf,1,1
1025,Travel,None,16,1,1,1,1,1,1
1026,Travel,None,16,2,1,1,1,inf,1
1027,Travel,None,16,3,1,1,1,1,1
1028,Travel,None,16,4,1,inf,1,1,1
1029,Travel,None,16,5,1,1,1,1,1
1030,Travel,None,16,6,1,1,1,1,1
1031,Travel,None,16,7,1,1,1,1,1
1032,Travel,None,16,8,1,1,1,1,1
1033,Travel,None,16,9,1,1,1,1,1
1034,Travel,None,16,10,1,1,1,inf,1
1035,Travel,None,16,11,1,1,1,1,1
1036,Travel,None,16,12,1,1,1,1,1
1037,Travel,None,16,13,1,1,1,1,1
1038,Travel,None,16,14,1,1,1,inf,1
1039,Travel,None,16,15,1,1,1,1,1
1040,Travel,None,16,16,1,1,1,1,1
1041,Travel,None,16,17,1,inf,1,1,1
1042,Travel,None,16,18,1,1,1,1,1
1043,Travel,None,16,19,1,1,1,1,1
1044,Travel,None,16,20,1,1,1,1,1
1045,Travel,None,16,21,1,1,1,1,1
1046,Travel,None,16,22,1,1,1,1,1
1047,Travel,None,16,23,1,1,1,1,1
1048,Travel,None,16,24,1,1,1,1,1
1049,Travel,None,16,25,1,1,1,1,1
1050,Travel,None,16,26,1,1,1,1,1
1051,Travel,None,16,27,1,1,1,1,1
1052,Travel,None,16,28,1,1,1,1,1
1053,Travel,None,16,29,1,inf,1,1,1
1054,Travel,None,16,30,1,1,1,1,1
1055,Travel,None,16,31,1,inf,1,1,1
1056,Travel,None,16,32,1,1,1,1,1
1057,Travel,None,16,33,1,1,1,1,1
1058,Travel,None,16,34,1,1,1,1,1
1059,Travel,None,16,35,1,inf,1,1,1
1060,Travel,None,16,36,1,1,1,1,1
1061,Travel,None,16,37,1,1,1,1,1
1062,Travel,None,16,38,1,1,1,1,1
1063,Travel,None,16,39,1,1,1,1,1
1064,Travel,None,16,40,1,1,1,1,1
1065,Travel,None,16,41,1,1,1,1,1
1066,Travel,None,16,42,1,1,1,1,1
1067,Travel,None,16,43,1,1,1,1,1
1068,Travel,None,16,44,1,inf,1,1,1
1069,Travel,None,16,45,inf,1,1,1,1
1070,Obstacle,None,16,46,inf,inf,inf,inf,inf
1071,Travel,None,16,47,1,1,inf,1,1
1072,Travel,None,16,48,inf,1,1,1,1
1073,Obstacle,None,16,49,inf,inf,inf,inf,inf
1074,Travel,None,16,50,1,inf,inf,1,1
1075,Travel,None,16,51,1,1,1,1,1
1076,Travel,None,16,52,1,1,1,1,1
1077,Travel,None,16,53,1,1,1,1,1
1078,Travel,None,16,54,1,1,1,1,1
1079,Travel,None,16,55,1,1,1,1,1
1080,Travel,None,16,56,1,1,1,1,1
1081,Travel,None,16,57,1,1,1,inf,1
1082,Travel,None,16,58,1,1,1,1,1
1083,Travel,None,16,59,1,1,1,1,1
1084,Travel,None,16,60,1,1,1,1,1
1085,Travel,None,16,61,1,1,1,1,1
1086,Travel,None,16,62,1,1,1,1,1
1087,Travel,None,16,63,inf,1,1,1,1
1088,Travel,None,17,0,1,1,inf,1,1
1089,Travel,None,17,1,inf,1,1,1,1
1090,Obstacle,None,17,2,inf,inf,inf,inf,inf
1091,Travel,None,17,3,1,1,inf,1,1
1092,Travel,None,17,4,1,1,1,1,1
1093,Travel,None,17,5,1,1,1,1,1
1094,Travel,None,17,6,1,1,1,1,1
1095,Travel,None,17,7,1,1,1,1,1
1096,Travel,None,17,8,1,1,1,1,1
1097,Travel,None,17,9,inf,1,1,1,1
1098,Obstacle,None,17,10,inf,inf,inf,inf,inf
1099,Travel,None,17,11,1,1,inf,1,1
1100,Travel,None,17,12,1,1,1,1,1
1101,Travel,None,17,13,inf,1,1,1,1
1102,Obstacle,None,17,14,inf,inf,inf,inf,inf
1103,Travel,None,17,15,1,1,inf,1,1
1104,Travel,None,17,16,1,1,1,1,1
1105,Travel,None,17,17,1,1,1,1,1
1106,Travel,None,17,18,1,1,1,1,1
1107,Travel,None,17,19,1,1,1,1,1
1108,Travel,None,17,20,1,1,1,1,1
1109,Travel,None,17,21,1,1,1,1,1
1110,Travel,None,17,22,1,1,1,inf,1
1111,Travel,None,17,23,1,1,1,1,1
1112,Travel,None,17,24,1,1,1,inf,1
1113,Travel,None,17,25,1,1,1,1,1
1114,Travel,None,17,26,1,1,1,1,1
1115,Travel,None,17,27,1,1,1,1,1
1116,Travel,None,17,28,1,1,1,1,1
1117,Travel,None,17,29,1,1,1,1,1
1118,Travel,None,17,30,1,1,1,1,1
1119,Travel,None,17,31,1,1,1,inf,1
1120,Travel,None,17,32,1,1,1,1,1
1121,Travel,None,17,33,1,1,1,1,1
1122,Travel,None,17,34,1,1,1,1,1
1123,Travel,None,17,35,1,1,1,1,1
1124,Travel,None,17,36,1,1,1,1,1
1125,Travel,None,17,37,1,1,1,inf,1
1126,Travel,None,17,38,1,1,1,inf,1
1127,Travel,None,17,39,1,1,1,1,1
1128,Travel,None,17,40,1,1,1,1,1
1129,Travel,None,17,41,1,1,1,1,1
1130,Travel,None,17,42,1,1,1,1,1
1131,Travel,None,17,43,1,1,1,1,1
1132,Travel,None,17,44,1,1,1,1,1
1133,Travel,None,17,45,inf,1,1,1,1
1134,Obstacle,None,17,46,inf,inf,inf,inf,inf
1135,Travel,None,17,47,1,1,inf,1,1
1136,Travel,None,17,48,1,1,1,1,1
1137,Travel,None,17,49,1,inf,1,1,1
1138,Travel,None,17,50,1,1,1,inf,1
1139,Travel,None,17,51,1,1,1,1,1
1140,Travel,None,17,52,1,1,1,inf,1
1141,Travel,None,17,53,1,1,1,1,1
1142,Travel,None,17,54,1,1,1,1,1
1143,Travel,None,17,55,1,1,1,1,1
1144,Travel,None,17,56,inf,1,1,1,1
1145,Obstacle,None,17,57,inf,inf,inf,inf,inf
1146,Travel,None,17,58,1,1,inf,1,1
1147,Travel,None,17,59,1,1,1,1,1
1148,Travel,None,17,60,1,1,1,1,1
1149,Travel,None,17,61,1,1,1,1,1
1150,Travel,None,17,62,1,1,1,1,1
1151,Travel,None,17,63,inf,1,1,1,1
1152,Travel,None,18,0,1,1,inf,inf,1
1153,Travel,None,18,1,1,1,1,1,1
1154,Travel,None,18,2,1,inf,1,1,1
1155,Travel,None,18,3,1,1,1,1,1
1156,Travel,None,18,4,1,1,1,1,1
1157,Travel,None,18,5,1,1,1,1,1
1158,Travel,None,18,6,1,1,1,1,1
1159,Travel,None,18,7,1,1,1,inf,1
1160,Travel,None,18,8,1,1,1,1,1
1161,Travel,None,18,9,1,1,1,1,1
1162,Travel,None,18,10,1,inf,1,1,1
1163,Travel,None,18,11,1,1,1,1,1
1164,Travel,None,18,12,1,1,1,1,1
1165,Travel,None,18,13,1,1,1,1,1
1166,Travel,None,18,14,1,inf,1,1,1
1167,Travel,None,18,15,1,1,1,1,1
1168,Travel,None,18,16,1,1,1,1,1
1169,Travel,None,18,17,1,1,1,1,1
1170,Travel,None,18,18,1,1,1,inf,1
1171,Travel,None,18,19,1,1,1,1,1
1172,Travel,None,18,20,1,1,1,1,1
1173,Travel,None,18,21,inf,1,1,1,1
1174,Obstacle,None,18,22,inf,inf,inf,inf,inf
1175,Travel,None,18,23,inf,1,inf,inf,1
1176,Obstacle,None,18,24,inf,inf,inf,inf,inf
1177,Travel,None,18,25,1,1,inf,1,1
1178,Travel,None,18,26,1,1,1,1,1
1179,Travel,None,18,27,1,1,1,1,1
1180,Travel,None,18,28,1,1,1,1,1
1181,Travel,None,18,29,1,1,1,1,1
1182,Travel,None,18,30,inf,1,1,1,1
1183,Obstacle,None,18,31,inf,inf,inf,inf,inf
1184,Travel,None,18,32,1,1,inf,1,1
1185,Travel,None,18,33,1,1,1,1,1
1186,Travel,None,18,34,1,1,1,1,1
1187,Travel,None,18,35,1,1,1,1,1
1188,Travel,None,18,36,inf,1,1,1,1
1189,Obstacle,None,18,37,inf,inf,inf,inf,inf
1190,Obstacle,None,18,38,inf,inf,inf,inf,inf
1191,Travel,None,18,39,1,1,inf,1,1
1192,Travel,None,18,40,1,1,1,1,1
