Grid size (x, y)
34,26
id,type,station,x,y,weight_to_NORTH,weight_to_WEST,weight_to_SOUTH,weight_to_EAST,weight_for_WAIT
560,Travel,None,21,14,1,1,1,1,1
561,Travel,None,21,15,1,1,1,1,1
562,Eject,10029,21,16,1,1,1,inf,1
563,Eject,10029,21,17,1,1,1,inf,1
564,Travel,None,21,18,1,1,1,1,1
565,Travel,None,21,19,1,1,1,1,1
566,Eject,10030,21,20,1,1,1,inf,1
567,Eject,10030,21,21,1,1,1,inf,1
568,Travel,None,21,22,1,1,1,1,1
569,Travel,None,21,23,1,1,1,1,1
570,Travel,None,21,24,1,1,1,inf,1
571,Induct,1024,21,25,inf,1,1,inf,1
572,Obstacle,None,22,0,inf,inf,inf,inf,inf
573,Obstacle,None,22,1,inf,inf,inf,inf,inf
574,Travel,None,22,2,1,1,inf,1,1
575,Eject,10026,22,3,inf,1,1,1,1
576,Obstacle,None,22,4,inf,inf,inf,inf,inf
577,Obstacle,None,22,5,inf,inf,inf,inf,inf
578,Eject,10026,22,6,1,1,inf,1,1
579,Eject,10027,22,7,inf,1,1,1,1
580,Obstacle,None,22,8,inf,inf,inf,inf,inf
581,Obstacle,None,22,9,inf,inf,inf,inf,inf
582,Eject,10027,22,10,1,1,inf,1,1
583,Eject,10028,22,11,inf,1,1,1,1
584,Obstacle,None,22,12,inf,inf,inf,inf,inf
585,Obstacle,None,22,13,inf,inf,inf,inf,inf
586,Eject,10028,22,14,1,1,inf,1,1
587,Eject,10029,22,15,inf,1,1,1,1
588,Obstacle,None,22,16,inf,inf,inf,inf,inf
589,Obstacle,None,22,17,inf,inf,inf,inf,inf
590,Eject,10029,22,18,1,1,inf,1,1
591,Eject,10030,22,19,inf,1,1,1,1
592,Obstacle,None,22,20,inf,inf,inf,inf,inf
593,Obstacle,None,22,21,inf,inf,inf,inf,inf
594,Eject,10030,22,22,1,1,inf,1,1
595,Travel,None,22,23,inf,1,1,1,1
596,Obstacle,None,22,24,inf,inf,inf,inf,inf
597,Obstacle,None,22,25,inf,inf,inf,inf,inf
598,Obstacle,None,23,0,inf,inf,inf,inf,inf
599,Obstacle,None,23,1,inf,inf,inf,inf,inf
600,Travel,None,23,2,1,1,inf,1,1
601,Eject,10026,23,3,inf,1,1,1,1
602,Obstacle,None,23,4,inf,inf,inf,inf,inf
603,Obstacle,None,23,5,inf,inf,inf,inf,inf
604,Eject,10026,23,6,1,1,inf,1,1
605,Eject,10027,23,7,inf,1,1,1,1
606,Obstacle,None,23,8,inf,inf,inf,inf,inf
607,Obstacle,None,23,9,inf,inf,inf,inf,inf
608,Eject,10027,23,10,1,1,inf,1,1
609,Eject,10028,23,11,inf,1,1,1,1
610,Obstacle,None,23,12,inf,inf,inf,inf,inf
611,Obstacle,None,23,13,inf,inf,inf,inf,inf
612,Eject,10028,23,14,1,1,inf,1,1
613,Eject,10029,23,15,inf,1,1,1,1
614,Obstacle,None,23,16,inf,inf,inf,inf,inf
615,Obstacle,None,23,17,inf,inf,inf,inf,inf
616,Eject,10029,23,18,1,1,inf,1,1
617,Eject,10030,23,19,inf,1,1,1,1
618,Obstacle,None,23,20,inf,inf,inf,inf,inf
619,Obstacle,None,23,21,inf,inf,inf,inf,inf
620,Eject,10030,23,22,1,1,inf,1,1
621,Travel,None,23,23,inf,1,1,1,1
622,Obstacle,None,23,24,inf,inf,inf,inf,inf
623,Obstacle,None,23,25,inf,inf,inf,inf,inf
624,Induct,1025,24,0,1,inf,inf,1,1
625,Travel,None,24,1,1,inf,1,1,1
626,Travel,None,24,2,1,1,1,1,1
627,Travel,None,24,3,1,1,1,1,1
628,Eject,10026,24,4,1,inf,1,1,1
629,Eject,10026,24,5,1,inf,1,1,1
630,Travel,None,24,6,1,1,1,1,1
631,Travel,None,24,7,1,1,1,1,1
632,Eject,10027,24,8,1,inf,1,1,1
633,Eject,10027,24,9,1,inf,1,1,1
634,Travel,None,24,10,1,1,1,1,1
635,Travel,None,24,11,1,1,1,1,1
636,Eject,10028,24,12,1,inf,1,1,1
637,Eject,10028,24,13,1,inf,1,1,1
638,Travel,None,24,14,1,1,1,1,1
639,Travel,None,24,15,1,1,1,1,1
640,Eject,10029,24,16,1,inf,1,1,1
641,Eject,10029,24,17,1,inf,1,1,1
642,Travel,None,24,18,1,1,1,1,1
643,Travel,None,24,19,1,1,1,1,1
644,Eject,10030,24,20,1,inf,1,1,1
645,Eject,10030,24,21,1,inf,1,1,1
646,Travel,None,24,22,1,1,1,1,1
647,Travel,None,24,23,1,1,1,1,1
648,Travel,None,24,24,1,inf,1,1,1
649,Induct,1026,24,25,inf,inf,1,1,1
650,Induct,1027,25,0,1,1,inf,inf,1
651,Travel,None,25,1,1,1,1,inf,1
652,Travel,None,25,2,1,1,1,1,1
653,Travel,None,25,3,1,1,1,1,1
654,Eject,10031,25,4,1,1,1,inf,1
655,Eject,10031,25,5,1,1,1,inf,1
656,Travel,None,25,6,1,1,1,1,1
657,Travel,None,25,7,1,1,1,1,1
658,Eject,10032,25,8,1,1,1,inf,1
659,Eject,10032,25,9,1,1,1,inf,1
660,Travel,None,25,10,1,1,1,1,1
661,Travel,None,25,11,1,1,1,1,1
662,Eject,10033,25,12,1,1,1,inf,1
663,Eject,10033,25,13,1,1,1,inf,1
664,Travel,None,25,14,1,1,1,1,1
665,Travel,None,25,15,1,1,1,1,1
666,Eject,10034,25,16,1,1,1,inf,1
667,Eject,10034,25,17,1,1,1,inf,1
668,Travel,None,25,18,1,1,1,1,1
669,Travel,None,25,19,1,1,1,1,1
670,Eject,10035,25,20,1,1,1,inf,1
671,Eject,10035,25,21,1,1,1,inf,1
672,Travel,None,25,22,1,1,1,1,1
673,Travel,None,25,23,1,1,1,1,1
674,Travel,None,25,24,1,1,1,inf,1
675,Induct,1028,25,25,inf,1,1,inf,1
676,Obstacle,None,26,0,inf,inf,inf,inf,inf
677,Obstacle,None,26,1,inf,inf,inf,inf,inf
678,Travel,None,26,2,1,1,inf,1,1
679,Eject,10031,26,3,inf,1,1,1,1
680,Obstacle,None,26,4,inf,inf,inf,inf,inf
681,Obstacle,None,26,5,inf,inf,inf,inf,inf
682,Eject,10031,26,6,1,1,inf,1,1
683,Eject,10032,26,7,inf,1,1,1,1
684,Obstacle,None,26,8,inf,inf,inf,inf,inf
685,Obstacle,None,26,9,inf,inf,inf,inf,inf
686,Eject,10032,26,10,1,1,inf,1,1
687,Eject,10033,26,11,inf,1,1,1,1
688,Obstacle,None,26,12,inf,inf,inf,inf,inf
689,Obstacle,None,26,13,inf,inf,inf,inf,inf
690,Eject,10033,26,14,1,1,inf,1,1
691,Eject,10034,26,15,inf,1,1,1,1
692,Obstacle,None,26,16,inf,inf,inf,inf,inf
693,Obstacle,None,26,17,inf,inf,inf,inf,inf
694,Eject,10034,26,18,1,1,inf,1,1
695,Eject,10035,26,19,inf,1,1,1,1
696,Obstacle,None,26,20,inf,inf,inf,inf,inf
697,Obstacle,None,26,21,inf,inf,inf,inf,inf
698,Eject,10035,26,22,1,1,inf,1,1
699,Travel,None,26,23,inf,1,1,1,1
700,Obstacle,None,26,24,inf,inf,inf,inf,inf
701,Obstacle,None,26,25,inf,inf,inf,inf,inf
702,Obstacle,None,27,0,inf,inf,inf,inf,inf
703,Obstacle,None,27,1,inf,inf,inf,inf,inf
704,Travel,None,27,2,1,1,inf,1,1
705,Eject,10031,27,3,inf,1,1,1,1
706,Obstacle,None,27,4,inf,inf,inf,inf,inf
707,Obstacle,None,27,5,inf,inf,inf,inf,inf
708,Eject,10031,27,6,1,1,inf,1,1
709,Eject,10032,27,7,inf,1,1,1,1
710,Obstacle,None,27,8,inf,inf,inf,inf,inf
711,Obstacle,None,27,9,inf,inf,inf,inf,inf
712,Eject,10032,27,10,1,1,inf,1,1
713,Eject,10033,27,11,inf,1,1,1,1
714,Obstacle,None,27,12,inf,inf,inf,inf,inf
715,Obstacle,None,27,13,inf,inf,inf,inf,inf
716,Eject,10033,27,14,1,1,inf,1,1
717,Eject,10034,27,15,inf,1,1,1,1
718,Obstacle,None,27,16,inf,inf,inf,inf,inf
719,Obstacle,None,27,17,inf,inf,inf,inf,inf
720,Eject,10034,27,18,1,1,inf,1,1
721,Eject,10035,27,19,inf,1,1,1,1
722,Obstacle,None,27,20,inf,inf,inf,inf,inf
723,Obstacle,None,27,21,inf,inf,inf,inf,inf
724,Eject,10035,27,22,1,1,inf,1,1
725,Travel,None,27,23,inf,1,1,1,1
726,Obstacle,None,27,24,inf,inf,inf,inf,inf
727,Obstacle,None,27,25,inf,inf,inf,inf,inf
728,Induct,1029,28,0,1,inf,inf,1,1
729,Travel,None,28,1,1,inf,1,1,1
730,Travel,None,28,2,1,1,1,1,1
731,Travel,None,28,3,1,1,1,1,1
732,Eject,10031,28,4,1,inf,1,1,1
733,Eject,10031,28,5,1,inf,1,1,1
734,Travel,None,28,6,1,1,1,1,1
735,Travel,None,28,7,1,1,1,1,1
736,Eject,10032,28,8,1,inf,1,1,1
737,Eject,10032,28,9,1,inf,1,1,1
738,Travel,None,28,10,1,1,1,1,1
739,Travel,None,28,11,1,1,1,1,1
740,Eject,10033,28,12,1,inf,1,1,1
741,Eject,10033,28,13,1,inf,1,1,1
742,Travel,None,28,14,1,1,1,1,1
743,Travel,None,28,15,1,1,1,1,1
744,Eject,10034,28,16,1,inf,1,1,1
745,Eject,10034,28,17,1,inf,1,1,1
746,Travel,None,28,18,1,1,1,1,1
747,Travel,None,28,19,1,1,1,1,1
748,Eject,10035,28,20,1,inf,1,1,1
749,Eject,10035,28,21,1,inf,1,1,1
750,Travel,None,28,22,1,1,1,1,1
751,Travel,None,28,23,1,1,1,1,1
752,Travel,None,28,24,1,inf,1,1,1
753,Induct,1030,28,25,inf,inf,1,1,1
754,Induct,1031,29,0,1,1,inf,inf,1
755,Travel,None,29,1,1,1,1,inf,1
756,Travel,None,29,2,1,1,1,1,1
757,Travel,None,29,3,1,1,1,1,1
758,Eject,10036,29,4,1,1,1,inf,1
759,Eject,10036,29,5,1,1,1,inf,1
760,Travel,None,29,6,1,1,1,1,1
761,Travel,None,29,7,1,1,1,1,1
762,Eject,10037,29,8,1,1,1,inf,1
763,Eject,10037,29,9,1,1,1,inf,1
764,Travel,None,29,10,1,1,1,1,1
765,Travel,None,29,11,1,1,1,1,1
766,Eject,10038,29,12,1,1,1,inf,1
767,Eject,10038,29,13,1,1,1,inf,1
768,Travel,None,29,14,1,1,1,1,1
769,Travel,None,29,15,1,1,1,1,1
770,Eject,10039,29,16,1,1,1,inf,1
771,Eject,10039,29,17,1,1,1,inf,1
772,Travel,None,29,18,1,1,1,1,1
773,Travel,None,29,19,1,1,1,1,1
774,Eject,10040,29,20,1,1,1,inf,1
775,Eject,10040,29,21,1,1,1,inf,1
776,Travel,None,29,22,1,1,1,1,1
777,Travel,None,29,23,1,1,1,1,1
778,Travel,None,29,24,1,1,1,inf,1
779,Induct,1032,29,25,inf,1,1,inf,1
780,Obstacle,None,30,0,inf,inf,inf,inf,inf
781,Obstacle,None,30,1,inf,inf,inf,inf,inf
782,Travel,None,30,2,1,1,inf,1,1
783,Eject,10036,30,3,inf,1,1,1,1
784,Obstacle,None,30,4,inf,inf,inf,inf,inf
785,Obstacle,None,30,5,inf,inf,inf,inf,inf
786,Eject,10036,30,6,1,1,inf,1,1
787,Eject,10037,30,7,inf,1,1,1,1
788,Obstacle,None,30,8,inf,inf,inf,inf,inf
789,Obstacle,None,30,9,inf,inf,inf,inf,inf
790,Eject,10037,30,10,1,1,inf,1,1
791,Eject,10038,30,11,inf,1,1,1,1
792,Obstacle,None,30,12,inf,inf,inf,inf,inf
793,Obstacle,None,30,13,inf,inf,inf,inf,inf
794,Eject,10038,30,14,1,1,inf,1,1
795,Eject,10039,30,15,inf,1,1,1,1
796,Obstacle,None,30,16,inf,inf,inf,inf,inf
797,Obstacle,None,30,17,inf,inf,inf,inf,inf
798,Eject,10039,30,18,1,1,inf,1,1
799,Eject,10040,30,19,inf,1,1,1,1
800,Obstacle,None,30,20,inf,inf,inf,inf,inf
801,Obstacle,None,30,21,inf,inf,inf,inf,inf
802,Eject,10040,30,22,1,1,inf,1,1
803,Travel,None,30,23,inf,1,1,1,1
804,Obstacle,None,30,24,inf,inf,inf,inf,inf
805,Obstacle,None,30,25,inf,inf,inf,inf,inf
806,Obstacle,None,31,0,inf,inf,inf,inf,inf
807,Obstacle,None,31,1,inf,inf,inf,inf,inf
808,Travel,None,31,2,1,1,inf,1,1
809,Eject,10036,31,3,inf,1,1,1,1
810,Obstacle,None,31,4,inf,inf,inf,inf,inf
811,Obstacle,None,31,5,inf,inf,inf,inf,inf
812,Eject,10036,31,6,1,1,inf,1,1
813,Eject,10037,31,7,inf,1,1,1,1
814,Obstacle,None,31,8,inf,inf,inf,inf,inf
815,Obstacle,None,31,9,inf,inf,inf,inf,inf
816,Eject,10037,31,10,1,1,inf,1,1
817,Eject,10038,31,11,inf,1,1,1,1
818,Obstacle,None,31,12,inf,inf,inf,inf,inf
819,Obstacle,None,31,13,inf,inf,inf,inf,inf
820,Eject,10038,31,14,1,1,inf,1,1
821,Eject,10039,31,15,inf,1,1,1,1
822,Obstacle,None,31,16,inf,inf,inf,inf,inf
823,Obstacle,None,31,17,inf,inf,inf,inf,inf
824,Eject,10039,31,18,1,1,inf,1,1
825,Eject,10040,31,19,inf,1,1,1,1
826,Obstacle,None,31,20,inf,inf,inf,inf,inf
827,Obstacle,None,31,21,inf,inf,inf,inf,inf
828,Eject,10040,31,22,1,1,inf,1,1
829,Travel,None,31,23,inf,1,1,1,1
830,Obstacle,None,31,24,inf,inf,inf,inf,inf
831,Obstacle,None,31,25,inf,inf,inf,inf,inf
832,Induct,1033,32,0,1,inf,inf,1,1
833,Travel,None,32,1,1,inf,1,1,1
834,Travel,None,32,2,1,1,1,1,1
835,Travel,None,32,3,1,1,1,1,1
836,Eject,10036,32,4,1,inf,1,1,1
837,Eject,10036,32,5,1,inf,1,1,1
838,Travel,None,32,6,1,1,1,1,1
839,Travel,None,32,7,1,1,1,1,1
840,Eject,10037,32,8,1,inf,1,1,1
841,Eject,10037,32,9,1,inf,1,1,1
842,Travel,None,32,10,1,1,1,1,1
843,Travel,None,32,11,1,1,1,1,1
844,Eject,10038,32,12,1,inf,1,1,1
845,Eject,10038,32,13,1,inf,1,1,1
846,Travel,None,32,14,1,1,1,1,1
847,Travel,None,32,15,1,1,1,1,1
848,Eject,10039,32,16,1,inf,1,1,1
849,Eject,10039,32,17,1,inf,1,1,1
850,Travel,None,32,18,1,1,1,1,1
851,Travel,None,32,19,1,1,1,1,1
852,Eject,10040,32,20,1,inf,1,1,1
853,Eject,10040,32,21,1,inf,1,1,1
854,Travel,None,32,22,1,1,1,1,1
855,Travel,None,32,23,1,1,1,1,1
856,Travel,None,32,24,1,inf,1,1,1
857,Induct,1034,32,25,inf,inf,1,1,1
858,Induct,1035,33,0,1,1,inf,inf,1
859,Travel,None,33,1,1,1,1,inf,1
860,Travel,None,33,2,1,1,1,inf,1
861,Travel,None,33,3,1,1,1,inf,1
862,Travel,None,33,4,1,1,1,inf,1
863,Travel,None,33,5,1,1,1,inf,1
864,Travel,None,33,6,1,1,1,inf,1
865,Travel,None,33,7,1,1,1,inf,1
866,Travel,None,33,8,1,1,1,inf,1
867,Travel,None,33,9,1,1,1,inf,1
868,Travel,None,33,10,1,1,1,inf,1
869,Travel,None,33,11,1,1,1,inf,1
870,Travel,None,33,12,1,1,1,inf,1
871,Travel,None,33,13,1,1,1,inf,1
872,Travel,None,33,14,1,1,1,inf,1
873,Travel,None,33,15,1,1,1,inf,1
874,Travel,None,33,16,1,1,1,inf,1
875,Travel,None,33,17,1,1,1,inf,1
876,Travel,None,33,18,1,1,1,inf,1
877,Travel,None,33,19,1,1,1,inf,1
878,Travel,None,33,20,1,1,1,inf,1
879,Travel,None,33,21,1,1,1,inf,1
880,Travel,None,33,22,1,1,1,inf,1
881,Travel,None,33,23,1,1,1,inf,1
882,Travel,None,33,24,1,1,1,inf,1
883,Induct,1036,33,25,inf,1,1,inf,1
