Grid size (x, y)
70,38
id,type,station,x,y,weight_to_NORTH,weight_to_WEST,weight_to_SOUTH,weight_to_EAST,weight_for_WAIT
561,Obstacle,None,14,29,inf,inf,inf,inf,inf
562,Eject,10031,14,30,1,1,inf,1,1
563,Eject,10032,14,31,inf,1,1,1,1
564,Obstacle,None,14,32,inf,inf,inf,inf,inf
565,Obstacle,None,14,33,inf,inf,inf,inf,inf
566,Eject,10032,14,34,1,1,inf,1,1
567,Travel,None,14,35,inf,1,1,1,1
568,Obstacle,None,14,36,inf,inf,inf,inf,inf
569,Obstacle,None,14,37,inf,inf,inf,inf,inf
570,Obstacle,None,15,0,inf,inf,inf,inf,inf
571,Obstacle,None,15,1,inf,inf,inf,inf,inf
572,Travel,None,15,2,1,1,inf,1,1
573,Eject,10025,15,3,inf,1,1,1,1
574,Obstacle,None,15,4,inf,inf,inf,inf,inf
575,Obstacle,None,15,5,inf,inf,inf,inf,inf
576,Eject,10025,15,6,1,1,inf,1,1
577,Eject,10026,15,7,inf,1,1,1,1
578,Obstacle,None,15,8,inf,inf,inf,inf,inf
579,Obstacle,None,15,9,inf,inf,inf,inf,inf
580,Eject,10026,15,10,1,1,inf,1,1
581,Eject,10027,15,11,inf,1,1,1,1
582,Obstacle,None,15,12,inf,inf,inf,inf,inf
583,Obstacle,None,15,13,inf,inf,inf,inf,inf
584,Eject,10027,15,14,1,1,inf,1,1
585,Eject,10028,15,15,inf,1,1,1,1
586,Obstacle,None,15,16,inf,inf,inf,inf,inf
587,Obstacle,None,15,17,inf,inf,inf,inf,inf
588,Eject,10028,15,18,1,1,inf,1,1
589,Eject,10029,15,19,inf,1,1,1,1
590,Obstacle,None,15,20,inf,inf,inf,inf,inf
591,Obstacle,None,15,21,inf,inf,inf,inf,inf
592,Eject,10029,15,22,1,1,inf,1,1
593,Eject,10030,15,23,inf,1,1,1,1
594,Obstacle,None,15,24,inf,inf,inf,inf,inf
595,Obstacle,None,15,25,inf,inf,inf,inf,inf
596,Eject,10030,15,26,1,1,inf,1,1
597,Eject,10031,15,27,inf,1,1,1,1
598,Obstacle,None,15,28,inf,inf,inf,inf,inf
599,Obstacle,None,15,29,inf,inf,inf,inf,inf
600,Eject,10031,15,30,1,1,inf,1,1
601,Eject,10032,15,31,inf,1,1,1,1
602,Obstacle,None,15,32,inf,inf,inf,inf,inf
603,Obstacle,None,15,33,inf,inf,inf,inf,inf
604,Eject,10032,15,34,1,1,inf,1,1
605,Travel,None,15,35,inf,1,1,1,1
606,Obstacle,None,15,36,inf,inf,inf,inf,inf
607,Obstacle,None,15,37,inf,inf,inf,inf,inf
608,Induct,1017,16,0,1,inf,inf,1,1
609,Travel,None,16,1,1,inf,1,1,1
610,Travel,None,16,2,1,1,1,1,1
611,Travel,None,16,3,1,1,1,1,1
612,Eject,10025,16,4,1,inf,1,1,1
613,Eject,10025,16,5,1,inf,1,1,1
614,Travel,None,16,6,1,1,1,1,1
615,Travel,None,16,7,1,1,1,1,1
616,Eject,10026,16,8,1,inf,1,1,1
617,Eject,10026,16,9,1,inf,1,1,1
618,Travel,None,16,10,1,1,1,1,1
619,Travel,None,16,11,1,1,1,1,1
620,Eject,10027,16,12,1,inf,1,1,1
621,Eject,10027,16,13,1,inf,1,1,1
622,Travel,None,16,14,1,1,1,1,1
623,Travel,None,16,15,1,1,1,1,1
624,Eject,10028,16,16,1,inf,1,1,1
625,Eject,10028,16,17,1,inf,1,1,1
626,Travel,None,16,18,1,1,1,1,1
627,Travel,None,16,19,1,1,1,1,1
628,Eject,10029,16,20,1,inf,1,1,1
629,Eject,10029,16,21,1,inf,1,1,1
630,Travel,None,16,22,1,1,1,1,1
631,Travel,None,16,23,1,1,1,1,1
632,Eject,10030,16,24,1,inf,1,1,1
633,Eject,10030,16,25,1,inf,1,1,1
634,Travel,None,16,26,1,1,1,1,1
635,Travel,None,16,27,1,1,1,1,1
636,Eject,10031,16,28,1,inf,1,1,1
637,Eject,10031,16,29,1,inf,1,1,1
638,Travel,None,16,30,1,1,1,1,1
639,Travel,None,16,31,1,1,1,1,1
640,Eject,10032,16,32,1,inf,1,1,1
641,Eject,10032,16,33,1,inf,1,1,1
642,Travel,None,16,34,1,1,1,1,1
643,Travel,None,16,35,1,1,1,1,1
644,Travel,None,16,36,1,inf,1,1,1
645,Induct,1018,16,37,inf,inf,1,1,1
646,Induct,1019,17,0,1,1,inf,inf,1
647,Travel,None,17,1,1,1,1,inf,1
648,Travel,None,17,2,1,1,1,1,1
649,Travel,None,17,3,1,1,1,1,1
650,Eject,10033,17,4,1,1,1,inf,1
651,Eject,10033,17,5,1,1,1,inf,1
652,Travel,None,17,6,1,1,1,1,1
653,Travel,None,17,7,1,1,1,1,1
654,Eject,10034,17,8,1,1,1,inf,1
655,Eject,10034,17,9,1,1,1,inf,1
656,Travel,None,17,10,1,1,1,1,1
657,Travel,None,17,11,1,1,1,1,1
658,Eject,10035,17,12,1,1,1,inf,1
659,Eject,10035,17,13,1,1,1,inf,1
660,Travel,None,17,14,1,1,1,1,1
661,Travel,None,17,15,1,1,1,1,1
662,Eject,10036,17,16,1,1,1,inf,1
663,Eject,10036,17,17,1,1,1,inf,1
664,Travel,None,17,18,1,1,1,1,1
665,Travel,None,17,19,1,1,1,1,1
666,Eject,10037,17,20,1,1,1,inf,1
667,Eject,10037,17,21,1,1,1,inf,1
668,Travel,None,17,22,1,1,1,1,1
669,Travel,None,17,23,1,1,1,1,1
670,Eject,10038,17,24,1,1,1,inf,1
671,Eject,10038,17,25,1,1,1,inf,1
672,Travel,None,17,26,1,1,1,1,1
673,Travel,None,17,27,1,1,1,1,1
674,Eject,10039,17,28,1,1,1,inf,1
675,Eject,10039,17,29,1,1,1,inf,1
676,Travel,None,17,30,1,1,1,1,1
677,Travel,None,17,31,1,1,1,1,1
678,Eject,10040,17,32,1,1,1,inf,1
679,Eject,10040,17,33,1,1,1,inf,1
680,Travel,None,17,34,1,1,1,1,1
681,Travel,None,17,35,1,1,1,1,1
682,Travel,None,17,36,1,1,1,inf,1
683,Induct,1020,17,37,inf,1,1,inf,1
684,Obstacle,None,18,0,inf,inf,inf,inf,inf
685,Obstacle,None,18,1,inf,inf,inf,inf,inf
686,Travel,None,18,2,1,1,inf,1,1
687,Eject,10033,18,3,inf,1,1,1,1
688,Obstacle,None,18,4,inf,inf,inf,inf,inf
689,Obstacle,None,18,5,inf,inf,inf,inf,inf
690,Eject,10033,18,6,1,1,inf,1,1
691,Eject,10034,18,7,inf,1,1,1,1
692,Obstacle,None,18,8,inf,inf,inf,inf,inf
693,Obstacle,None,18,9,inf,inf,inf,inf,inf
694,Eject,10034,18,10,1,1,inf,1,1
695,Eject,10035,18,11,inf,1,1,1,1
696,Obstacle,None,18,12,inf,inf,inf,inf,inf
697,Obstacle,None,18,13,inf,inf,inf,inf,inf
698,Eject,10035,18,14,1,1,inf,1,1
699,Eject,10036,18,15,inf,1,1,1,1
700,Obstacle,None,18,16,inf,inf,inf,inf,inf
701,Obstacle,None,18,17,inf,inf,inf,inf,inf
702,Eject,10036,18,18,1,1,inf,1,1
703,Eject,10037,18,19,inf,1,1,1,1
704,Obstacle,None,18,20,inf,inf,inf,inf,inf
705,Obstacle,None,18,21,inf,inf,inf,inf,inf
706,Eject,10037,18,22,1,1,inf,1,1
707,Eject,10038,18,23,inf,1,1,1,1
708,Obstacle,None,18,24,inf,inf,inf,inf,inf
709,Obstacle,None,18,25,inf,inf,inf,inf,inf
710,Eject,10038,18,26,1,1,inf,1,1
711,Eject,10039,18,27,inf,1,1,1,1
712,Obstacle,None,18,28,inf,inf,inf,inf,inf
713,Obstacle,None,18,29,inf,inf,inf,inf,inf
714,Eject,10039,18,30,1,1,inf,1,1
715,Eject,10040,18,31,inf,1,1,1,1
716,Obstacle,None,18,32,inf,inf,inf,inf,inf
717,Obstacle,None,18,33,inf,inf,inf,inf,inf
718,Eject,10040,18,34,1,1,inf,1,1
719,Travel,None,18,35,inf,1,1,1,1
720,Obstacle,None,18,36,inf,inf,inf,inf,inf
721,Obstacle,None,18,37,inf,inf,inf,inf,inf
722,Obstacle,None,19,0,inf,inf,inf,inf,inf
723,Obstacle,None,19,1,inf,inf,inf,inf,inf
724,Travel,None,19,2,1,1,inf,1,1
725,Eject,10033,19,3,inf,1,1,1,1
726,Obstacle,None,19,4,inf,inf,inf,inf,inf
727,Obstacle,None,19,5,inf,inf,inf,inf,inf
728,Eject,10033,19,6,1,1,inf,1,1
729,Eject,10034,19,7,inf,1,1,1,1
730,Obstacle,None,19,8,inf,inf,inf,inf,inf
731,Obstacle,None,19,9,inf,inf,inf,inf,inf
732,Eject,10034,19,10,1,1,inf,1,1
733,Eject,10035,19,11,inf,1,1,1,1
734,Obstacle,None,19,12,inf,inf,inf,inf,inf
735,Obstacle,None,19,13,inf,inf,inf,inf,inf
736,Eject,10035,19,14,1,1,inf,1,1
737,Eject,10036,19,15,inf,1,1,1,1
738,Obstacle,None,19,16,inf,inf,inf,inf,inf
739,Obstacle,None,19,17,inf,inf,inf,inf,inf
740,Eject,10036,19,18,1,1,inf,1,1
741,Eject,10037,19,19,inf,1,1,1,1
742,Obstacle,None,19,20,inf,inf,inf,inf,inf
743,Obstacle,None,19,21,inf,inf,inf,inf,inf
744,Eject,10037,19,22,1,1,inf,1,1
745,Eject,10038,19,23,inf,1,1,1,1
746,Obstacle,None,19,24,inf,inf,inf,inf,inf
747,Obstacle,None,19,25,inf,inf,inf,inf,inf
748,Eject,10038,19,26,1,1,inf,1,1
749,Eject,10039,19,27,inf,1,1,1,1
750,Obstacle,None,19,28,inf,inf,inf,inf,inf
751,Obstacle,None,19,29,inf,inf,inf,inf,inf
752,Eject,10039,19,30,1,1,inf,1,1
753,Eject,10040,19,31,inf,1,1,1,1
754,Obstacle,None,19,32,inf,inf,inf,inf,inf
755,Obstacle,None,19,33,inf,inf,inf,inf,inf
756,Eject,10040,19,34,1,1,inf,1,1
757,Travel,None,19,35,inf,1,1,1,1
758,Obstacle,None,19,36,inf,inf,inf,inf,inf
759,Obstacle,None,19,37,inf,inf,inf,inf,inf
760,Induct,1021,20,0,1,inf,inf,1,1
761,Travel,None,20,1,1,inf,1,1,1
762,Travel,None,20,2,1,1,1,1,1
763,Travel,None,20,3,1,1,1,1,1
764,Eject,10033,20,4,1,inf,1,1,1
765,Eject,10033,20,5,1,inf,1,1,1
766,Travel,None,20,6,1,1,1,1,1
767,Travel,None,20,7,1,1,1,1,1
768,Eject,10034,20,8,1,inf,1,1,1
769,Eject,10034,20,9,1,inf,1,1,1
770,Travel,None,20,10,1,1,1,1,1
771,Travel,None,20,11,1,1,1,1,1
772,Eject,10035,20,12,1,inf,1,1,1
773,Eject,10035,20,13,1,inf,1,1,1
774,Travel,None,20,14,1,1,1,1,1
775,Travel,None,20,15,1,1,1,1,1
776,Eject,10036,20,16,1,inf,1,1,1
777,Eject,10036,20,17,1,inf,1,1,1
778,Travel,None,20,18,1,1,1,1,1
779,Travel,None,20,19,1,1,1,1,1
780,Eject,10037,20,20,1,inf,1,1,1
781,Eject,10037,20,21,1,inf,1,1,1
782,Travel,None,20,22,1,1,1,1,1
783,Travel,None,20,23,1,1,1,1,1
784,Eject,10038,20,24,1,inf,1,1,1
785,Eject,10038,20,25,1,inf,1,1,1
786,Travel,None,20,26,1,1,1,1,1
787,Travel,None,20,27,1,1,1,1,1
788,Eject,10039,20,28,1,inf,1,1,1
789,Eject,10039,20,29,1,inf,1,1,1
790,Travel,None,20,30,1,1,1,1,1
791,Travel,None,20,31,1,1,1,1,1
792,Eject,10040,20,32,1,inf,1,1,1
793,Eject,10040,20,33,1,inf,1,1,1
794,Travel,None,20,34,1,1,1,1,1
795,Travel,None,20,35,1,1,1,1,1
796,Travel,None,20,36,1,inf,1,1,1
797,Induct,1022,20,37,inf,inf,1,1,1
798,Induct,1023,21,0,1,1,inf,inf,1
799,Travel,None,21,1,1,1,1,inf,1
800,Travel,None,21,2,1,1,1,1,1
801,Travel,None,21,3,1,1,1,1,1
802,Eject,10041,21,4,1,1,1,inf,1
803,Eject,10041,21,5,1,1,1,inf,1
804,Travel,None,21,6,1,1,1,1,1
805,Travel,None,21,7,1,1,1,1,1
806,Eject,10042,21,8,1,1,1,inf,1
807,Eject,10042,21,9,1,1,1,inf,1
808,Travel,None,21,10,1,1,1,1,1
809,Travel,None,21,11,1,1,1,1,1
810,Eject,10043,21,12,1,1,1,inf,1
811,Eject,10043,21,13,1,1,1,inf,1
812,Travel,None,21,14,1,1,1,1,1
813,Travel,None,21,15,1,1,1,1,1
814,Eject,10044,21,16,1,1,1,inf,1
815,Eject,10044,21,17,1,1,1,inf,1
816,Travel,None,21,18,1,1,1,1,1
817,Travel,None,21,19,1,1,1,1,1
818,Eject,10045,21,20,1,1,1,inf,1
819,Eject,10045,21,21,1,1,1,inf,1
820,Travel,None,21,22,1,1,1,1,1
821,Travel,None,21,23,1,1,1,1,1
822,Eject,10046,21,24,1,1,1,inf,1
823,Eject,10046,21,25,1,1,1,inf,1
824,Travel,None,21,26,1,1,1,1,1
825,Travel,None,21,27,1,1,1,1,1
826,Eject,10047,21,28,1,1,1,inf,1
827,Eject,10047,21,29,1,1,1,inf,1
828,Travel,None,21,30,1,1,1,1,1
829,Travel,None,21,31,1,1,1,1,1
830,Eject,10048,21,32,1,1,1,inf,1
831,Eject,10048,21,33,1,1,1,inf,1
832,Travel,None,21,34,1,1,1,1,1
833,Travel,None,21,35,1,1,1,1,1
834,Travel,None,21,36,1,1,1,inf,1
835,Induct,1024,21,37,inf,1,1,inf,1
836,Obstacle,None,22,0,inf,inf,inf,inf,inf
837,Obstacle,None,22,1,inf,inf,inf,inf,inf
838,Travel,None,22,2,1,1,inf,1,1
839,Eject,10041,22,3,inf,1,1,1,1
840,Obstacle,None,22,4,inf,inf,inf,inf,inf
841,Obstacle,None,22,5,inf,inf,inf,inf,inf
842,Eject,10041,22,6,1,1,inf,1,1
843,Eject,10042,22,7,inf,1,1,1,1
844,Obstacle,None,22,8,inf,inf,inf,inf,inf
845,Obstacle,None,22,9,inf,inf,inf,inf,inf
846,Eject,10042,22,10,1,1,inf,1,1
847,Eject,10043,22,11,inf,1,1,1,1
848,Obstacle,None,22,12,inf,inf,inf,inf,inf
849,Obstacle,None,22,13,inf,inf,inf,inf,inf
850,Eject,10043,22,14,1,1,inf,1,1
851,Eject,10044,22,15,inf,1,1,1,1
852,Obstacle,None,22,16,inf,inf,inf,inf,inf
853,Obstacle,None,22,17,inf,inf,inf,inf,inf
854,Eject,10044,22,18,1,1,inf,1,1
855,Eject,10045,22,19,inf,1,1,1,1
856,Obstacle,None,22,20,inf,inf,inf,inf,inf
857,Obstacle,None,22,21,inf,inf,inf,inf,inf
858,Eject,10045,22,22,1,1,inf,1,1
859,Eject,10046,22,23,inf,1,1,1,1
860,Obstacle,None,22,24,inf,inf,inf,inf,inf
861,Obstacle,None,22,25,inf,inf,inf,inf,inf
862,Eject,10046,22,26,1,1,inf,1,1
863,Eject,10047,22,27,inf,1,1,1,1
864,Obstacle,None,22,28,inf,inf,inf,inf,inf
865,Obstacle,None,22,29,inf,inf,inf,inf,inf
866,Eject,10047,22,30,1,1,inf,1,1
867,Eject,10048,22,31,inf,1,1,1,1
868,Obstacle,None,22,32,inf,inf,inf,inf,inf
869,Obstacle,None,22,33,inf,inf,inf,inf,inf
870,Eject,10048,22,34,1,1,inf,1,1
871,Travel,None,22,35,inf,1,1,1,1
872,Obstacle,None,22,36,inf,inf,inf,inf,inf
873,Obstacle,None,22,37,inf,inf,inf,inf,inf
874,Obstacle,None,23,0,inf,inf,inf,inf,inf
875,Obstacle,None,23,1,inf,inf,inf,inf,inf
876,Travel,None,23,2,1,1,inf,1,1
877,Eject,10041,23,3,inf,1,1,1,1
878,Obstacle,None,23,4,inf,inf,inf,inf,inf
879,Obstacle,None,23,5,inf,inf,inf,inf,inf
880,Eject,10041,23,6,1,1,inf,1,1
881,Eject,10042,23,7,inf,1,1,1,1
882,Obstacle,None,23,8,inf,inf,inf,inf,inf
883,Obstacle,None,23,9,inf,inf,inf,inf,inf
884,Eject,10042,23,10,1,1,inf,1,1
885,Eject,10043,23,11,inf,1,1,1,1
886,Obstacle,None,23,12,inf,inf,inf,inf,inf
887,Obstacle,None,23,13,inf,inf,inf,inf,inf
888,Eject,10043,23,14,1,1,inf,1,1
889,Eject,10044,23,15,inf,1,1,1,1
890,Obstacle,None,23,16,inf,inf,inf,inf,inf
891,Obstacle,None,23,17,inf,inf,inf,inf,inf
892,Eject,10044,23,18,1,1,inf,1,1
893,Eject,10045,23,19,inf,1,1,1,1
894,Obstacle,None,23,20,inf,inf,inf,inf,inf
895,Obstacle,None,23,21,inf,inf,inf,inf,inf
896,Eject,10045,23,22,1,1,inf,1,1
897,Eject,10046,23,23,inf,1,1,1,1
898,Obstacle,None,23,24,inf,inf,inf,inf,inf
899,Obstacle,None,23,25,inf,inf,inf,inf,inf
900,Eject,10046,23,26,1,1,inf,1,1
901,Eject,10047,23,27,inf,1,1,1,1
902,Obstacle,None,23,28,inf,inf,inf,inf,inf
903,Obstacle,None,23,29,inf,inf,inf,inf,inf
904,Eject,10047,23,30,1,1,inf,1,1
905,Eject,10048,23,31,inf,1,1,1,1
906,Obstacle,None,23,32,inf,inf,inf,inf,inf
907,Obstacle,None,23,33,inf,inf,inf,inf,inf
908,Eject,10048,23,34,1,1,inf,1,1
909,Travel,None,23,35,inf,1,1,1,1
910,Obstacle,None,23,36,inf,inf,inf,inf,inf
911,Obstacle,None,23,37,inf,inf,inf,inf,inf
912,Induct,1025,24,0,1,inf,inf,1,1
913,Travel,None,24,1,1,inf,1,1,1
914,Travel,None,24,2,1,1,1,1,1
915,Travel,None,24,3,1,1,1,1,1
916,Eject,10041,24,4,1,inf,1,1,1
917,Eject,10041,24,5,1,inf,1,1,1
918,Travel,None,24,6,1,1,1,1,1
919,Travel,None,24,7,1,1,1,1,1
920,Eject,10042,24,8,1,inf,1,1,1
921,Eject,10042,24,9,1,inf,1,1,1
922,Travel,None,24,10,1,1,1,1,1
923,Travel,None,24,11,1,1,1,1,1
924,Eject,10043,24,12,1,inf,1,1,1
925,Eject,10043,24,13,1,inf,1,1,1
926,Travel,None,24,14,1,1,1,1,1
927,Travel,None,24,15,1,1,1,1,1
928,Eject,10044,24,16,1,inf,1,1,1
929,Eject,10044,24,17,1,inf,1,1,1
930,Travel,None,24,18,1,1,1,1,1
931,Travel,None,24,19,1,1,1,1,1
932,Eject,10045,24,20,1,inf,1,1,1
933,Eject,10045,24,21,1,inf,1,1,1
934,Travel,None,24,22,1,1,1,1,1
935,Travel,None,24,23,1,1,1,1,1
936,Eject,10046,24,24,1,inf,1,1,1
937,Eject,10046,24,25,1,inf,1,1,1
938,Travel,None,24,26,1,1,1,1,1
939,Travel,None,24,27,1,1,1,1,1
940,Eject,10047,24,28,1,inf,1,1,1
941,Eject,10047,24,29,1,inf,1,1,1
942,Travel,None,24,30,1,1,1,1,1
943,Travel,None,24,31,1,1,1,1,1
944,Eject,10048,24,32,1,inf,1,1,1
945,Eject,10048,24,33,1,inf,1,1,1
946,Travel,None,24,34,1,1,1,1,1
947,Travel,None,24,35,1,1,1,1,1
948,Travel,None,24,36,1,inf,1,1,1
949,Induct,1026,24,37,inf,inf,1,1,1
950,Induct,1027,25,0,1,1,inf,inf,1
951,Travel,None,25,1,1,1,1,inf,1
952,Travel,None,25,2,1,1,1,1,1
953,Travel,None,25,3,1,1,1,1,1
954,Eject,10049,25,4,1,1,1,inf,1
955,Eject,10049,25,5,1,1,1,inf,1
956,Travel,None,25,6,1,1,1,1,1
957,Travel,None,25,7,1,1,1,1,1
958,Eject,10050,25,8,1,1,1,inf,1
959,Eject,10050,25,9,1,1,1,inf,1
960,Travel,None,25,10,1,1,1,1,1
961,Travel,None,25,11,1,1,1,1,1
962,Eject,10051,25,12,1,1,1,inf,1
963,Eject,10051,25,13,1,1,1,inf,1
964,Travel,None,25,14,1,1,1,1,1
965,Travel,None,25,15,1,1,1,1,1
966,Eject,10052,25,16,1,1,1,inf,1
967,Eject,10052,25,17,1,1,1,inf,1
968,Travel,None,25,18,1,1,1,1,1
969,Travel,None,25,19,1,1,1,1,1
970,Eject,10053,25,20,1,1,1,inf,1
971,Eject,10053,25,21,1,1,1,inf,1
972,Travel,None,25,22,1,1,1,1,1
973,Travel,None,25,23,1,1,1,1,1
974,Eject,10054,25,24,1,1,1,inf,1
975,Eject,10054,25,25,1,1,1,inf,1
976,Travel,None,25,26,1,1,1,1,1
977,Travel,None,25,27,1,1,1,1,1
978,Eject,10055,25,28,1,1,1,inf,1
979,Eject,10055,25,29,1,1,1,inf,1
980,Travel,None,25,30,1,1,1,1,1
981,Travel,None,25,31,1,1,1,1,1
982,Eject,10056,25,32,1,1,1,inf,1
983,Eject,10056,25,33,1,1,1,inf,1
984,Travel,None,25,34,1,1,1,1,1
985,Travel,None,25,35,1,1,1,1,1
986,Travel,None,25,36,1,1,1,inf,1
987,Induct,1028,25,37,inf,1,1,inf,1
988,Obstacle,None,26,0,inf,inf,inf,inf,inf
989,Obstacle,None,26,1,inf,inf,inf,inf,inf
990,Travel,None,26,2,1,1,inf,1,1
991,Eject,10049,26,3,inf,1,1,1,1
992,Obstacle,None,26,4,inf,inf,inf,inf,inf
993,Obstacle,None,26,5,inf,inf,inf,inf,inf
994,Eject,10049,26,6,1,1,inf,1,1
995,Eject,10050,26,7,inf,1,1,1,1
996,Obstacle,None,26,8,inf,inf,inf,inf,inf
997,Obstacle,None,26,9,inf,inf,inf,inf,inf
998,Eject,10050,26,10,1,1,inf,1,1
999,Eject,10051,26,11,inf,1,1,1,1
1000,Obstacle,None,26,12,inf,inf,inf,inf,inf
1001,Obstacle,None,26,13,inf,inf,inf,inf,inf
1002,Eject,10051,26,14,1,1,inf,1,1
1003,Eject,10052,26,15,inf,1,1,1,1
1004,Obstacle,None,26,16,inf,inf,inf,inf,inf
1005,Obstacle,None,26,17,inf,inf,inf,inf,inf
1006,Eject,10052,26,18,1,1,inf,1,1
1007,Eject,10053,26,19,inf,1,1,1,1
1008,Obstacle,None,26,20,inf,inf,inf,inf,inf
1009,Obstacle,None,26,21,inf,inf,inf,inf,inf
1010,Eject,10053,26,22,1,1,inf,1,1
1011,Eject,10054,26,23,inf,1,1,1,1
1012,Obstacle,None,26,24,inf,inf,inf,inf,inf
1013,Obstacle,None,26,25,inf,inf,inf,inf,inf
1014,Eject,10054,26,26,1,1,inf,1,1
1015,Eject,10055,26,27,inf,1,1,1,1
1016,Obstacle,None,26,28,inf,inf,inf,inf,inf
1017,Obstacle,None,26,29,inf,inf,inf,inf,inf
1018,Eject,10055,26,30,1,1,inf,1,1
1019,Eject,10056,26,31,inf,1,1,1,1
1020,Obstacle,None,26,32,inf,inf,inf,inf,inf
1021,Obstacle,None,26,33,inf,inf,inf,inf,inf
1022,Eject,10056,26,34,1,1,inf,1,1
1023,Travel,None,26,35,inf,1,1,1,1
1024,Obstacle,None,26,36,inf,inf,inf,inf,inf
1025,Obstacle,None,26,37,inf,inf,inf,inf,inf
1026,Obstacle,None,27,0,inf,inf,inf,inf,inf
1027,Obstacle,None,27,1,inf,inf,inf,inf,inf
1028,Travel,None,27,2,1,1,inf,1,1
1029,Eject,10049,27,3,inf,1,1,1,1
1030,Obstacle,None,27,4,inf,inf,inf,inf,inf
1031,Obstacle,None,27,5,inf,inf,inf,inf,inf
1032,Eject,10049,27,6,1,1,inf,1,1
1033,Eject,10050,27,7,inf,1,1,1,1
1034,Obstacle,None,27,8,inf,inf,inf,inf,inf
1035,Obstacle,None,27,9,inf,inf,inf,inf,inf
1036,Eject,10050,27,10,1,1,inf,1,1
1037,Eject,10051,27,11,inf,1,1,1,1
1038,Obstacle,None,27,12,inf,inf,inf,inf,inf
1039,Obstacle,None,27,13,inf,inf,inf,inf,inf
1040,Eject,10051,27,14,1,1,inf,1,1
1041,Eject,10052,27,15,inf,1,1,1,1
1042,Obstacle,None,27,16,inf,inf,inf,inf,inf
1043,Obstacle,None,27,17,inf,inf,inf,inf,inf
1044,Eject,10052,27,18,1,1,inf,1,1
1045,Eject,10053,27,19,inf,1,1,1,1
1046,Obstacle,None,27,20,inf,inf,inf,inf,inf
1047,Obstacle,None,27,21,inf,inf,inf,inf,inf
1048,Eject,10053,27,22,1,1,inf,1,1
1049,Eject,10054,27,23,inf,1,1,1,1
1050,Obstacle,None,27,24,inf,inf,inf,inf,inf
1051,Obstacle,None,27,25,inf,inf,inf,inf,inf
1052,Eject,10054,27,26,1,1,inf,1,1
1053,Eject,10055,27,27,inf,1,1,1,1
1054,Obstacle,None,27,28,inf,inf,inf,inf,inf
1055,Obstacle,None,27,29,inf,inf,inf,inf,inf
1056,Eject,10055,27,30,1,1,inf,1,1
1057,Eject,10056,27,31,inf,1,1,1,1
1058,Obstacle,None,27,32,inf,inf,inf,inf,inf
1059,Obstacle,None,27,33,inf,inf,inf,inf,inf
1060,Eject,10056,27,34,1,1,inf,1,1
1061,Travel,None,27,35,inf,1,1,1,1
1062,Obstacle,None,27,36,inf,inf,inf,inf,inf
1063,Obstacle,None,27,37,inf,inf,inf,inf,inf
1064,Induct,1029,28,0,1,inf,inf,1,1
1065,Travel,None,28,1,1,inf,1,1,1
1066,Travel,None,28,2,1,1,1,1,1
1067,Travel,None,28,3,1,1,1,1,1
1068,Eject,10049,28,4,1,inf,1,1,1
1069,Eject,10049,28,5,1,inf,1,1,1
1070,Travel,None,28,6,1,1,1,1,1
1071,Travel,None,28,7,1,1,1,1,1
1072,Eject,10050,28,8,1,inf,1,1,1
1073,Eject,10050,28,9,1,inf,1,1,1
1074,Travel,None,28,10,1,1,1,1,1
1075,Travel,None,28,11,1,1,1,1,1
1076,Eject,10051,28,12,1,inf,1,1,1
1077,Eject,10051,28,13,1,inf,1,1,1
1078,Travel,None,28,14,1,1,1,1,1
1079,Travel,None,28,15,1,1,1,1,1
1080,Eject,10052,28,16,1,inf,1,1,1
1081,Eject,10052,28,17,1,inf,1,1,1
1082,Travel,None,28,18,1,1,1,1,1
1083,Travel,None,28,19,1,1,1,1,1
1084,Eject,10053,28,20,1,inf,1,1,1
1085,Eject,10053,28,21,1,inf,1,1,1
1086,Travel,None,28,22,1,1,1,1,1
1087,Travel,None,28,23,1,1,1,1,1
1088,Eject,10054,28,24,1,inf,1,1,1
1089,Eject,10054,28,25,1,inf,1,1,1
1090,Travel,None,28,26,1,1,1,1,1
1091,Travel,None,28,27,1,1,1,1,1
1092,Eject,10055,28,28,1,inf,1,1,1
1093,Eject,10055,28,29,1,inf,1,1,1
1094,Travel,None,28,30,1,1,1,1,1
1095,Travel,None,28,31,1,1,1,1,1
1096,Eject,10056,28,32,1,inf,1,1,1
1097,Eject,10056,28,33,1,inf,1,1,1
1098,Travel,None,28,34,1,1,1,1,1
1099,Travel,None,28,35,1,1,1,1,1
1100,Travel,None,28,36,1,inf,1,1,1
1101,Induct,1030,28,37,inf,inf,1,1,1
1102,Induct,1031,29,0,1,1,inf,inf,1
1103,Travel,None,29,1,1,1,1,inf,1
1104,Travel,None,29,2,1,1,1,1,1
1105,Travel,None,29,3,1,1,1,1,1
1106,Eject,10057,29,4,1,1,1,inf,1
1107,Eject,10057,29,5,1,1,1,inf,1
1108,Travel,None,29,6,1,1,1,1,1
1109,Travel,None,29,7,1,1,1,1,1
1110,Eject,10058,29,8,1,1,1,inf,1
1111,Eject,10058,29,9,1,1,1,inf,1
1112,Travel,None,29,10,1,1,1,1,1
1113,Travel,None,29,11,1,1,1,1,1
1114,Eject,10059,29,12,1,1,1,inf,1
1115,Eject,10059,29,13,1,1,1,inf,1
1116,Travel,None,29,14,1,1,1,1,1
